ena_acc	biosample_acc	bioarchive_code	description	site_name	objective	platform	device	osd_id	label	start_lat	start_lon	stop_lat	stop_lon	water_depth	local_date	local_start	local_end	start_date_time_utc	end_date_time_utc	iho_label	mrgid	protocol	water_temperature	salinity	biome	biome_id	feature	feature_id	material	material_id	ph	phosphate	nitrate	carbon_organic_particulate	nitrite	carbon_organic_dissolved_doc	nano_microplankton	downward_par	conductivity	primary_production_isotope_uptake	primary_production_oxygen	dissolved_oxygen_concentration	nitrogen_organic_particulate_pon	meso_macroplankton	bacterial_production_isotope_uptake	nitrogen_organic_dissolved_don	ammonium	silicate	bacterial_production_respiration	turbidity	fluorescence	pigment_concentration	picoplankton_flow_cytometry	dist_coast_m	dist_coast_iso3_code	longhurst_code	longhurst_biome	longhurst_label	longhurst_dist_degrees	lme_name	lme_dist_m	osd_meow_ecoregion	meow_ecoregion	meow_province	meow_realm
ERS667491	SAMEA3275482	NA	OSD170station130RV Simon StevinNiskin2014-06-25T04:04:57Z/2014-06-25T04:05:02Z 	130	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	170	OSD170_2014-06-25_3m_NPL022	51.269517	2.9047	51.2695	2.90465	3	25/06/14	06:04:57+01	06:05:02+01	2014-06-25T05:04:57Z	2014-06-25T05:05:02Z	North Sea	2350	NPL022	18.6188	32.2575	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.8778	NA	NA	NA	3489	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667490	SAMEA3275481	NA	OSD171_06_14_230_NPL022_opp2_3m OSD171_06_14_230_NPL022_opp3_3m 	230	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	171	OSD171_2014-06-25_3m_NPL022	51.307333	2.849333	51.307333	2.849333	3	25/06/14	05:23:32+01	05:23:32+01	2014-06-25T04:23:32Z	2014-06-25T04:23:32Z	North Sea	2350	NPL022	18.2617	32.8054	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5436	NA	NA	NA	9015	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667651	SAMEA3275630	ABOKL99	water sample from 3 meters depth	VLIZ	During Lifewatch monitoring campaign we sampled for OSD as well. 	330 RV Simon Stevin	10L Niskin	17	OSD17_2014-06-20_3m_NPL022	51.434733	2.810867	51.434733	2.810867	3	20/06/14	08:00:22+01	08:00:22+01	2014-06-20T07:00:22Z	2014-06-20T07:00:22Z	North Sea	2350	NPL022	16.6822	34.0252	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.8782	NA	NA	NA	22619	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667488	SAMEA3275479	NA	OSD173station710RV Simon StevinNiskin2014-06-25T00:39:52Z/2014-06-25T00:39:52Z 	710	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	173	OSD173_2014-06-25_3m_NPL022	51.441017	3.13995	51.441017	3.13995	3	25/06/14	02:39:52+01	02:39:52+01	2014-06-25T01:39:52Z	2014-06-25T01:39:52Z	North Sea	2350	NPL022	18.1816	33.1261	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.2835	NA	NA	NA	10996	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667487	SAMEA3275478	NA	OSD174station780RV Simon StevinNiskin2014-06-24T23:47:42Z/2014-06-24T23:47:47Z 	780	During Lifewatch monitoring campaign we sampled for OSD as well.	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	174	OSD174_2014-06-25_3m_NPL022	51.471567	3.059167	51.471583	3.0592	3	25/06/14	01:47:42+01	01:47:47+01	2014-06-25T00:47:42Z	2014-06-25T00:47:47Z	North Sea	2350	NPL022	17.9425	33.3739	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5691	NA	NA	NA	16700	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667486	SAMEA3275477	NA	2014-06-24T11:13:57Z/2014-06-24T11:13:57Z 	ZG02	During Lifewatch monitoring campaign we sampled for OSD as well.	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	175	OSD175_2014-06-24_3m_NPL022	51.334817	2.50215	51.334817	2.50215	3	24/06/14	13:13:57+00	13:13:57+00	2014-06-24T13:13:57Z	2014-06-24T13:13:57Z	North Sea	2350	NPL022	17.2187	34.2852	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	44.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.7091	NA	NA	NA	24962	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667485	SAMEA3275476	NA	OSD176station215RV Simon StevinNiskin2014-06-24T10:27:17Z/2014-06-24T10:28:12Z	215	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	176	OSD176_2014-06-24_3m_NPL022	51.2777	2.6135	51.277933	2.613667	3	24/06/14	12:27:17+01	12:28:12+01	2014-06-24T11:27:17Z	2014-06-24T11:28:12Z	North Sea	2350	NPL022	18.1228	33.3699	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	44.104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.4286	NA	NA	NA	15656	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667484	SAMEA3275475	NA	OSD177station120RV Simon StevinNiskin2014-06-24T09:35:57Z/2014-06-24T09:37:07Z 	120	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	177	OSD177_2014-06-24_3m_NPL022	51.18575	2.701667	51.185917	2.702133	3	24/06/14	11:35:57+01	11:37:07+01	2014-06-24T10:35:57Z	2014-06-24T10:37:07Z	North Sea	2350	NPL022	18.7362	32.5834	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.3947	NA	NA	NA	3717	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667483	SAMEA3275474	NA	OSD178station435RV Simon StevinNiskin2014-06-24T21:20:37Z/2014-06-24T21:20:42Z	435	During Lifewatch monitoring campaign we sampled for OSD as well.	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	178	OSD178_2014-06-24_3m_NPL022	51.580333	2.7897	51.580317	2.7897	3	24/06/14	23:20:37+00	23:20:42+00	2014-06-24T23:20:37Z	2014-06-24T23:20:42Z	North Sea	2350	NPL022	16.7589	34.4964	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	44.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4327	NA	NA	NA	36626	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667482	SAMEA3275473	NA	p	W08	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	182	OSD182_2014-06-24_3m_NPL022	51.458433	2.350467	51.458433	2.350467	3	24/06/14	13:16:32+00	13:16:32+00	2014-06-24T13:16:32Z	2014-06-24T13:16:32Z	North Sea	2350	NPL022	15.7139	34.9975	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.8653	NA	NA	NA	42071	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667481	SAMEA3275472	NA	OSD183stationW09RV Simon StevinNiskin2014-06-24T19:58:17Z/2014-06-24T19:58:17Z 	W09	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	183	OSD183_2014-06-24_3m_NPL022	51.74835	2.698	51.74835	2.698	3	24/06/14	21:58:17+00	21:58:17+00	2014-06-24T21:58:17Z	2014-06-24T21:58:17Z	North Sea	2350	NPL022	15.8014	35.0087	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.3221	NA	NA	NA	55961	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667480	SAMEA3275471	NA	OSD184stationW10RV Simon StevinNiskin2014-06-24T16:06:27Z/2014-06-24T16:07:22Z	W10	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	184	OSD184_2014-06-24_3m_NPL022	51.682917	2.4152	51.682717	2.414967	3	24/06/14	18:06:27+00	18:07:22+00	2014-06-24T18:06:27Z	2014-06-24T18:07:22Z	North Sea	2350	NPL022	15.8336	35.033	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.7885	NA	NA	NA	60511	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667479	SAMEA3275470	NA	OSD185station421RV Simon StevinNiskin2014-06-24T12:34:02Z/2014-06-24T12:34:02Z	421	During Lifewatch monitoring campaign we sampled for OSD as well. 	RV Simon Stevin	6 Niskins were deployed on a CTD-Rosette	185	OSD185_2014-06-24_3m_NPL022	51.481583	2.451483	51.481583	2.451483	3	24/06/14	14:34:02+00	14:34:02+00	2014-06-24T14:34:02Z	2014-06-24T14:34:02Z	North Sea	2350	NPL022	16.1087	34.8998	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	43.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.6838	NA	NA	NA	40955	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667478	SAMEA3275469	ABOKL60	collected with Kimmer below surface of water (total depth at site 2.4m)	SERC Rhode River Maryland	Participation in OSD	Dock	5L-Kimmerer, YSI85	186	OSD186_2014-06-21_2.4m_NPL022	38.885507	-76.5416	38.885507	-76.5416	2.4	21/06/14	12:04:00-05	12:21:00-05	2014-06-21T17:04:00Z	2014-06-21T17:21:00Z	North Atlantic Ocean	1912	NPL022	26.8	7.2	freshwater river biome	1000253	brackish estuary	2137	brackish water	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	NA	NA	NA	NA	NA	NA	NA	NA	37.6	NA	NA	456	USA	NWCS	Coastal	NW Atlantic Shelves Province	0.035146239	Northeast U.S. Continental Shelf	212	osd_er_1	Virginian	Cold Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667649	SAMEA3275628	NA	"Surface water of the site ""the Wall"" Famagusta."	Famagusta	Not available	RV Security Ship	Ruttner Water Sampler	19	OSD19_2014-06-23_2m_NPL022	35.198548	33.919753	35.198548	33.919753	2	23/06/14	09:30:00+02	10:00:00+02	2014-06-23T07:30:00Z	2014-06-23T08:00:00Z	Mediterranean Sea - Eastern Basin	4280	NPL022	29	39.1	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	CYP	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0.199135542	Mediterranean Sea	20933	osd_er_3	Levantine Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667647	SAMEA3275626	ABOKM41	Samples were filtered onboard	Faxafloi	Microbial diversity	Small research vessel	bucket	20	OSD20_2014-06-20_0m_NPL022	64.208333	-22.015	64.208333	-22.015	0	20/06/14	10:30:00+00	10:50:00+00	2014-06-20T10:30:00Z	2014-06-20T10:50:00Z	North Atlantic Ocean	1912	NPL022	11	31.2	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5090	ISL	SARC	Polar	Atlantic Subarctic Province	0	Iceland Shelf and Sea	0	osd_er_1	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667648	SAMEA3275627	ABOKN09	No comment	Faxafloi	Microbial diversity	Small research vessel	Sampler	20	OSD20_2014-06-20_20m_NPL022	64.208333	-22.015	64.208333	-22.015	20	20/06/14	10:30:00+00	11:00:00+00	2014-06-20T10:30:00Z	2014-06-20T11:00:00Z	North Atlantic Ocean	1912	NPL022	11	31.2	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5090	ISL	SARC	Polar	Atlantic Subarctic Province	0	Iceland Shelf and Sea	0	osd_er_1	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667646	NA	ABOKL42	Seawater 	Croatia	Monthly monitoring	Burin	Niskin	21	OSD21_2014-06-21_0m_NPL022	45.08	13.61	45.08	13.61	0	21/06/14	11:55:00+01	12:05:00+01	2014-06-21T10:55:00Z	2014-06-21T11:05:00Z	Adriatic Sea	3314	NPL022	19.5	37.1	mediterranean sea biome	1000047	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1559	HRV	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_3	Adriatic Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667667	SAMEA3275645	ABOKL97	clear water	Roscoff - SOMLIT	Our objective is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.	RV Neomysis	5L Niskin bottle	2	OSD2_2014-06-20_0m_NPL022	48.7778	-3.9375	48.7778	-3.9375	0	20/06/14	12:26:00+01	12:45:00+01	2014-06-20T11:26:00Z	2014-06-20T11:45:00Z	English Channel	2389	NPL022	14.38	35.128	neritic epipelagic zone biome	1000042	coastal water body	2000049	coastal sea water	2150	8.02	0.1	1.3	112.2	0.11	NA	NA	1362	NA	NA	NA	282.7	14.3	NA	NA	NA	0.58	0.9	NA	NA	NA	1.22	NA	5401	FRA	NECS	Coastal	NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	osd_er_8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic
ERS667645	SAMEA3275625	ABOKL65	1st Niskin (18L) for Sterivex filtration.	Marseille Solemio SOMLIT	Solemio station (SOMLIT site)	NO ANTEDON II	CTD rosette + 2 Niskin bottles	22	OSD22_2014-06-23_1m_NPL022	43.22639	5.1746	43.22639	5.1746	1	23/06/14	09:00:00+01	09:05:00+01	2014-06-23T08:00:00Z	2014-06-23T08:05:00Z	Mediterranean Sea - Western Basin	4279	NPL022	21.9952	38.0871	mediterranean sea biome	1000047	surface water	2042	sea water	2149	NA	0.16	0.026	NA	0	NA	NA	1335.2	53.85	NA	NA	4.941	NA	NA	NA	NA	0.025	1.729	NA	2.436	NA	2.8	NA	10195	FRA	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_3	Western Mediterranean	Mediterranean Sea	Temperate Northern Atlantic
ERS667644	SAMEA3275624	ABOKM32	water sample	Marchica	Exploring biodiversity	Ship MarchicaMed	Bottle 5L	24	OSD24_2014-06-21_0m_NPL022	35.1927	-2.88005	35.1927	-2.88005	0	21/06/14	12:30:00+00	14:00:00+00	2014-06-21T12:30:00Z	2014-06-21T14:00:00Z	Alboran Sea	3324	NPL022	26.5	36	mediterranean sea biome	1000047	brackish estuary	2137	coastal sea water	2150	7.89	0.25	12.5	NA	0.2	1150	NA	NA	52.03	NA	NA	7.78	NA	NA	NA	NA	NA	NA	NA	3.62	NA	NA	NA	2362	MAR	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_7	Alboran Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667643	SAMEA3275623	ABOKM23	water samples	Saidia Rocher	exploring biodiversity	ship	bottle 5L	25	OSD25_2014-06-21_0m_NPL022	35.086353	-2.214658	35.086353	-2.214658	0	21/06/14	10:00:00+01	11:00:00+01	2014-06-21T09:00:00Z	2014-06-21T10:00:00Z	Alboran Sea	3324	NPL022	23.1	30	mediterranean sea biome	1000047	surface water	2042	coastal sea water	2150	8.03	0.16	0.67	243	0.01	475	NA	NA	51.1	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	0	MAR	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_1	Alboran Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667642	SAMEA3275622	ABOKM48	water sample	Tangier	Exploring biodiversity	Ship	Bottle 5L	26	OSD26_2014-06-21_0m_NPL022	35.82	-5.75	35.82	-5.75	0	21/06/14	12:45:00+00	15:00:00+00	2014-06-21T12:45:00Z	2014-06-21T15:00:00Z	Strait of Gibraltar	3346	NPL022	28	34.19	mediterranean sea biome	1000047	surface water	2042	sea water	2149	7.69	NA	NA	NA	NA	NA	NA	NA	49.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216	MAR	CNRY	Coastal	Canary Coastal Province (EACB)	0	Canary Current	0	osd_er_1	Saharan Upwelling	Lusitanian	Temperate Northern Atlantic
ERS667641	SAMEA3275621	ABOKM37	Surface water from back reef environment in close proximity to mesoamerican reef crest.	Belize	Sample microbial diversity	wading, on foot	acid-washed bucket	28	OSD28_2014-06-21_0.2m_NPL022	16.802575	-88.08165	16.802575	-88.08165	0.2	21/06/14	10:15:00+06	10:20:00+06	2014-06-21T04:15:00Z	2014-06-21T04:20:00Z	Caribbean Sea	4287	NPL022	29.5	35	marine reef biome	1000029	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2802	BLZ	CARB	Trades	Caribbean Province	0	Caribbean Sea	0	osd_er_1	Western Caribbean	Tropical Northwestern Atlantic	Tropical Atlantic
ERS667640	SAMEA3275620	ABOKM97	Sample taken outside the Fort Pierce Inlet on the Atlantic ocean, in about 25' of water.	Florida	sample microbial diversity	research vessel	acid-washed buckets	29	OSD29_2014-06-21_0.2m_NPL022	27.4694	-80.283366	27.4694	-80.283366	0.2	21/06/14	10:00:00-05	10:15:00-05	2014-06-21T15:00:00Z	2014-06-21T15:15:00Z	North Atlantic Ocean	1912	NPL022	26.9	35.7	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	524	USA	NWCS	Coastal	NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	osd_er_4	Floridian	Tropical Northwestern Atlantic	Tropical Atlantic
ERS667638	NA	ABOKL95	pooled sea water sample from several Limnos takes	Tvärminne	The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data	small motor boat	LIMNOS water sampler	30	OSD30_2014-06-20_2m_NPL022	59.8822	23.2538	59.8822	23.2538	2	20/06/14	10:15:00+02	11:15:00+02	2014-06-20T08:15:00Z	2014-06-20T09:15:00Z	Gulf of Finland	2407	NPL022	10.5	5.63	marine pelagic biome	1000023	surface water	2042	sea water	2149	7.85	0.2	NA	NA	NA	NA	NA	NA	7.203	NA	NA	10.46	NA	NA	NA	NA	NA	8.1	NA	NA	NA	NA	NA	1297	FIN	NECS	Coastal	NE Atlantic Shelves Province	0.030004357	Baltic Sea	0	osd_er_1	Baltic Sea	Northern European Seas	Temperate Northern Atlantic
ERS667665	SAMEA3275643	ABOKL44	surface sample	Helgoland	OSD 2014 at Helgoland	Aade	10L Bucket	3	OSD3_2014-06-20_0m_NPL022	54.18194	7.9	54.18194	7.9	0	20/06/14	06:40:00+01	07:00:00+01	2014-06-20T05:40:00Z	2014-06-20T06:00:00Z	North Sea	2350	NPL022	14	32.591	marine biome	447	surface water	2042	sea water	2149	8.11	0.1	2.86	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	3.37	NA	NA	NA	NA	NA	0	DEU	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667634	SAMEA3275616	ABOKM65	sea water	Alexandria	The overall objective is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.	500 m of shore of the Mediterranean Sea	5 Liter plastic jug	34	OSD34_2014-06-21_0m_NPL022	31.21667	29.96667	31.21667	29.96667	0	21/06/14	11:30:00+02	12:30:00+02	2014-06-21T09:30:00Z	2014-06-21T10:30:00Z	Mediterranean Sea - Eastern Basin	4280	NPL022	27	36	marine biome	447	surface water	2042	sea water	2149	8.01	NA	NA	NA	NA	NA	NA	NA	57.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	EGY	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0.02761204	Mediterranean Sea	2782	osd_er_7	Levantine Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667633	SAMEA3275615	ABOKM98	Water sample collected via bucket, 6 filters sub-sampled	Cheasapeake Bay	OSD Main Event Sampling	Oxford Lab Pier	YSI 6600 v2 datasonde	35	OSD35_2014-06-21_1m_NPL022	38.6792	-76.1742	38.6792	-76.1742	1	21/06/14	12:01:00-05	13:30:00-05	2014-06-21T17:01:00Z	2014-06-21T18:30:00Z	North Atlantic Ocean	1912	NPL022	26.32	8.97	marine biome	447	surface water	2042	estuarine water	1000301	7.98	NA	NA	NA	NA	NA	NA	NA	15.41	NA	NA	260.37	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	0	USA	NWCS	Coastal	NW Atlantic Shelves Province	0.004308465	Northeast U.S. Continental Shelf	0	osd_er_4	Virginian	Cold Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667632	SAMEA3275614	ABOKL75	Woodland Beach, free-standing sub-surface sample taken after wading in to a depth of ~1.2 m.  	Delaware	Ocean Sampling Day 2014	Free-standing beach sample	Bucket	36	OSD36_2014-06-21_0.5m_NPL022	39.3322	-75.4699	39.3322	-75.4699	0.5	21/06/14	12:30:00-05	13:30:00-05	2014-06-21T17:30:00Z	2014-06-21T18:30:00Z	North Atlantic Ocean	1912	NPL022	23.55	7.42	marine biome	447	surface water	2042	estuarine water	1000301	NA	NA	NA	NA	NA	NA	NA	NA	12.55	NA	NA	392.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	454	USA	NWCS	Coastal	NW Atlantic Shelves Province	0.013477288	Northeast U.S. Continental Shelf	743	osd_er_1	Virginian	Cold Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667630	SAMEA3275612	ABOKL77	particulate matter on a 0.22 um pore size sterivex filter from surface of Port Everglades OSD site 37. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 37 filtered 2 liters of sample. 	Port Everglades	OSD Summer Solstice 2014.  Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample) 	NOAA research vessel HILDEBRAND	Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys	37	OSD37_2014-06-19_1m_NPL022	26.10293	-80.09315	26.10293	-80.09315	1	19/06/14	08:11:00-05	08:24:00-05	2014-06-19T13:11:00Z	2014-06-19T13:24:00Z	North Atlantic Ocean	1912	NPL022	27.7	33.82	marine biome	447	surface water	2042	sea water	2149	8.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	1069	USA	NWCS	Coastal	NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	osd_er_4	Floridian	Tropical Northwestern Atlantic	Tropical Atlantic
ERS667629	SAMEA3275611	ABOKL79	particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.	Long Key	particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample. 	25-foot motor boat (Keys Marine Lab)	Collected seawater with clean bucket by hand toss from 25 foot motor boat, transfered to sterile 20 Liter carboys on board - collected 3 20L carboys	38	OSD38_2014-06-20_0m_NPL022	24.7449	-80.78375	24.7449	-80.78375	0	20/06/14	11:55:00-05	12:15:00-05	2014-06-20T16:55:00Z	2014-06-20T17:15:00Z	North Atlantic Ocean	1912	NPL022	29.6	36.25	marine biome	447	surface water	2042	sea water	2149	7.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	6942	USA	CARB	Trades	Caribbean Province	0	Caribbean Sea	0	osd_er_1	Floridian	Tropical Northwestern Atlantic	Tropical Atlantic
ERS667628	SAMEA3275610	ABOKM95	surface sample	Charleston Harbor	Prokaryote DNA sampling	waded from shore	4L sterile bottles	39	OSD39_2014-06-19_0.1m_NPL022	32.7524	-79.89954	32.7524	-79.89954	0.1	19/06/14	13:00:00-05	13:15:00-05	2014-06-19T18:00:00Z	2014-06-19T18:15:00Z	North Atlantic Ocean	1912	NPL022	31.3	24.3	estuarine biome	1000020	harbor	463	sea water	2149	8	NA	NA	NA	NA	NA	NA	NA	37.56	NA	NA	5.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	USA	NWCS	Coastal	NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	osd_er_4	Carolinian	Warm Temperate Northwest Atlantic	Temperate Northern Atlantic
